1 0.00327282 0.0032836
2 0.0033765 0.00327133
4 0.00339669 0.00344496
8 0.00331786 0.00337357
16 0.00303373 0.00331544
20 0.00259772 0.00334114
24 0.00229659 0.0033278
28 0.00262445 0.00332997
32 0.00273807 0.00334491
