1 0.00325621 0.00327282 
2 0.0019006 0.0033765 
4 0.00194665 0.00339669 
8 0.00199296 0.00331786 
16 0.00225262 0.00303373
20 0.00223155 0.00259772
24 0.00248321 0.00229659
28 0.00260943 0.00262445
32 0.00266653 0.00273807
