1 12404.7 1612.2426 
2 15714.84 1357.2311
4 13451.72 1101.015 
8 14528.96 1233.7743
12 14371.42 3947.5239
16 15008.84 1509.8423
20 15332.22 2657.5333
24 15259.48 648.59085
28 16865.8 2336.1509
32 15463.68 2799.1697
