1 13.1981 0.035636969
2 7.56808 0.10281182
4 7.73132 0.030198732
8 8.43136 0.088858657
12 9.48476 0.066192548
16 10.3173 0.059943834
20 11.2864 0.17187822
24 12.4121 0.1595228
28 12.9817 0.12069283
32 13.5757 0.18452454
